ParaId,Chapter,Title,SectionTitle,SubsectionTitle,Source,FeatureType,ParaText
241,Chapter 7,Interest income,Taxable Interest,Education Savings Bond Program,EY,EXPLANATION,These reductions help you arrive at your “adjusted qualified higher educational expenses.”
242,Chapter 7,Interest income,Taxable Interest,Education Savings Bond Program,EY,TAXORGANIZER,"You should keep bills, receipts, canceled checks, and other documentation that show you paid qualified higher education expenses."
243,Chapter 7,Interest income,Taxable Interest,Education Savings Bond Program,TaxCode,TAXCODE,"Amount excludable. If the total proceeds (interest and principal) from the qualified U.S. savings bonds you redeem during the year are not more than your adjusted qualified higher educational expenses for the year, you may be able to exclude all of the interest. If the proceeds are more than the expenses, you may be able to exclude only part of the interest. To determine the excludable amount, multiply the interest part of the proceeds by a fraction. The numerator of the fraction is the qualified higher educational expenses you paid during the year. The denominator of the fraction is the total proceeds you received during the year. Example. In February 2016, Mark and Joan, a married couple, cashed a qualified series EE U.S. savings bonds with a total denomination of $10,000 that they bought in April 1999 for $5,000. They received proceeds of $8,060 representing principal of $5,000 and interest of $3,060. In 2016, they paid $4,000 of their daughter's college tuition. They are not claiming an education credit for that amount, and their daughter does not have any tax-free educational assistance. They can exclude $1,519 ($3,060 × ($4,000 ÷ $8,060)) of interest in 2016. They must include the remaining $1,541 ($3,060 − $1,519) interest in gross income."
244,Chapter 7,Interest income,Taxable Interest,Education Savings Bond Program,EY,TAXPLANNER,"Certain high-income taxpayers do not qualify for the tax break on Series EE or Series I bonds for educational purposes. If this is the case, you might consider buying the bonds in your child's name. This may trigger gift tax if the taxpayer purchasing the bonds exceeds the applicable annual per donee exclusion amount (see chapter 45, Estate and gift tax planning). If a child's earned income exceeds at least one-half of the amount of support he or she receives, and the child was either age 18 by the end of 2016 or a full-time student between the ages of 18 and 24, he or she may cash in the bonds and be taxed at his or her rate, rather than yours, which is presumably higher."
245,Chapter 7,Interest income,Taxable Interest,Education Savings Bond Program,TaxCode,TAXCODE,"Modified adjusted gross income limit. The interest exclusion is limited if your modified adjusted gross income (modified AGI) is: §  $77,550 to $92,550 for taxpayers filing single or head of household, and §  $116,300 to $146,300 for married taxpayers filing jointly or for a qualifying widow(er) with dependent child. You do not qualify for the interest exclusion if your modified AGI is equal to or more than the upper limit for your filing status. Modified AGI, for purposes of this exclusion, is adjusted gross income (Form 1040, line 37, or Form 1040A, line 21) figured before the interest exclusion, and modified by adding back any: 1.    Foreign earned income exclusion, 2.    Foreign housing exclusion and deduction, 3.    Exclusion of income for bona fide residents of American Samoa, 4.    Exclusion for income from Puerto Rico, 5.    Exclusion for adoption benefits received under an employer's adoption assistance program, 6.    Deduction for tuition and fees, 7.    Deduction for student loan interest, and 8.    Deduction for domestic production activities. Use the Line 9 Worksheet in the Form 8815 instructions to figure your modified AGI. If you have investment interest expense incurred to earn royalties and other investment income, see Education Savings Bond Program in chapter 1 of Publication 550. Recordkeeping. If you claim the interest exclusion, you must keep a written record of the qualified U.S. savings bonds you redeem. Your record must include the serial number, issue date, face value, and total redemption proceeds (principal and interest) of each bond. You can use Form 8818 to record this information. You should also keep bills, receipts, canceled checks, or other documentation that shows you paid qualified higher educational expenses during the year."
246,Chapter 7,Interest income,Taxable Interest,"U.S. Treasury Bills, Notes, and Bonds",TaxCode,TAXCODE,"Treasury bills, notes, and bonds are direct debts (obligations) of the U.S. government. Taxation of interest. Interest income from Treasury bills, notes, and bonds is subject to federal income tax but is exempt from all state and local income taxes. You should receive Form 1099-INT showing the interest (in box 3) paid to you for the year. Payments of principal and interest generally will be credited to your designated checking or savings account by direct deposit through the TreasuryDirect® system. Treasury bills. These bills generally have a 4-week, 13-week, 26-week, or 52-week maturity period. They are generally issued at a discount in the amount of $100 and multiples of $100. The difference between the discounted price you pay for the bills and the face value you receive at maturity is interest income. Generally, you report this interest income when the bill is paid at maturity. If you paid a premium for a bill (more than the face value), you generally report the premium as a Section 171 deduction when the bill is paid at maturity. Treasury notes and bonds. Treasury notes have maturity periods of more than 1 year, ranging up to 10 years. Maturity periods for Treasury bonds are longer than 10 years. Both generally are issued in denominations of $100 to $1 million and generally pay interest every 6 months. Generally, you report this interest for the year paid. For more information, see U.S. Treasury Bills, Notes, and Bonds in chapter 1 of Publication 550. For other information on Treasury notes or bonds, write to: Treasury Retail Securities Site P.O. Box  7015 Minneapolis,  MN 55480-7015 Or, on the Internet, visit: www.treasurydirect.gov/indiv/indiv.htm. For information on series EE, series I, and series HH savings bonds, see U.S. Savings Bonds, earlier. Treasury inflation-protected securities (TIPS). These securities pay interest twice a year at a fixed rate, based on a principal amount adjusted to take into account inflation and deflation. For the tax treatment of these securities, see Inflation-Indexed Debt Instruments under Original Issue Discount (OID), in Publication 550."
247,Chapter 7,Interest income,Taxable Interest,"U.S. Treasury Bills, Notes, and Bonds",EY,EXPLANATION,"The paragraph above discusses interest income only when a Treasury bill is held until maturity. When a Treasury bill is sold before maturity, the difference between the purchase price and the selling price may be part interest and part short-term capital gain or loss. Example You buy a $10,000 Treasury bill for $9,760 exactly 100 days before maturity. Thirty days later, you sell the bill for $9,850. For tax purposes, you have earned a pro rata portion of the discount as interest income for the time you held the bill: 30/100 × ($10,000 − $9,760) = $72. The other $18 you receive over and above the purchase price is a short-term capital gain."
248,Chapter 7,Interest income,Taxable Interest,"U.S. Treasury Bills, Notes, and Bonds",EY,TAXSAVER,"U.S. Treasury bills are relatively short-term investments. Their maturity dates vary from a few days to 26 weeks. Since the interest income in most cases is reported at maturity (unless the bill is sold beforehand), purchasing Treasury bills with a maturity date falling in the following year offers cash basis taxpayers an opportunity to postpone interest income from one year to the next. However, if you borrow money to acquire Treasury bills, your interest expense deduction may also be deferred. See chapter 24, Interest expense, for an explanation."
249,Chapter 7,Interest income,Taxable Interest,Bonds Sold Between Interest Dates,TaxCode,TAXCODE,"If you sell a bond between interest payment dates, part of the sales price represents interest accrued to the date of sale. You must report that part of the sales price as interest income for the year of sale. If you buy a bond between interest payment dates, part of the purchase price represents interest accrued before the date of purchase. When that interest is paid to you, treat it as a nontaxable return of your capital investment, rather than as interest income. See Accrued interest on bonds under How To Report Interest Income in chapter 1 of Publication 550 for information on reporting the payment."
250,Chapter 7,Interest income,Taxable Interest,Bonds Sold Between Interest Dates,EY,EXPLANATION,"Usually, interest on a bond is paid every 6 months. When a bond is sold between interest payment dates, the seller is entitled to payment from the buyer for the interest earned since the issuer's last interest payment, in addition to payment for the bond itself. This extra payment—often called “purchased interest” on a broker's statement—is interest income to the seller of the bond, reportable for tax purposes as of the date of the sale. The buyer of the bond should record the purchased interest separately from the price of the bond in his or her records. The purchased interest partially offsets the first interest payment made to the buyer. If the purchased interest is paid in 2016 but the first interest payment is not received until 2017, the buyer should report the purchased interest as an adjustment to interest income in 2017, not in 2016. Example 1 On April 1, 2016, Cindy bought from Michelle a $10,000 bond yielding 10%. Interest on the bond is paid on January 1 and July 1 of each year. Cindy paid $10,250, representing $10,000 in principal plus $250 for interest earned from January 1 to April 1. Thus, Michelle received $250 of interest income on April 1, 2016. Cindy received her first interest check on July 1, 2016. Half of the $500 Cindy received on July 1 represented a payment of purchased interest, and the other half represented interest income. In order to avoid any IRS matching notices, Cindy should report the full $500 on Schedule B (Form 1040 or Form 1040A) and also show a subtraction for $250 of interest that she purchased. Example 2 Assume the same facts as in Example 1, except that Cindy bought the bond from Michelle on October 1, 2016. Cindy received her interest check for $500 on January 1, 2017. Half of it represented repayment of purchased interest, and the other half represented interest income. However, Cindy may not deduct the $250 of purchased interest in 2016, but must wait until 2017. On the other hand, Michelle will report $250 of interest income on her 2016 return, since she received it on October 1, 2016."
251,Chapter 7,Interest income,Taxable Interest,Insurance,TaxCode,TAXCODE,"Life insurance proceeds paid to you as beneficiary of the insured person are usually not taxable. But if you receive the proceeds in installments, you must usually report a part of each installment payment as interest income. For more information about insurance proceeds received in installments, see Publication 525, Taxable and Nontaxable Income."
252,Chapter 7,Interest income,Taxable Interest,Insurance,EY,EXPLANATION,"For more information on life insurance proceeds, see chapter 12, Other income."
253,Chapter 7,Interest income,Taxable Interest,Insurance,TaxCode,TAXCODE,"Annuity. If you buy an annuity with life insurance proceeds, the annuity payments you receive are taxed as pension and annuity income from a nonqualified plan, not as interest income. See chapter 10 for information on pension and annuity income from nonqualified plans."
254,Chapter 7,Interest income,Taxable Interest,State or Local Government Obligations,TaxCode,TAXCODE,"Interest on a bond used to finance government operations generally is not taxable if the bond is issued by a state, the District of Columbia, a possession of the United States, or any of their political subdivisions. Bonds issued after 1982 (including tribal economic development bonds issued after February 17, 2009) by an Indian tribal government are treated as issued by a state. Interest on these bonds is generally tax exempt if the bonds are part of an issue of which substantially all proceeds are to be used in the exercise of any essential government function."
255,Chapter 7,Interest income,Taxable Interest,State or Local Government Obligations,EY,EXPLANATION,"While the interest accrued on municipal bonds is generally tax-exempt for federal income tax purposes, any accretion of gain recognized on the bond's sale or upon the maturity of a bond purchased at a market discount is subject to tax as interest up to the amount of the market discount. The balance is taxed as capital gain. To illustrate, assume that tax-exempt municipal bonds were previously sold to the public at par (face value) at an interest rate lower than the rate demanded by today's investors. Since the interest rate on these bonds is lower than the rate demanded by today's investors, the bonds are trading in the marketplace at a substantial discount from par. This is a market discount. If you buy these bonds now and subsequently realize a gain either when you sell them or when they reach maturity, you must report the gain as taxable interest income up to the amount of the bonds’ accrued market discount and the remaining portion as capital gain if the bond was a capital asset. Similarly, if you realize a capital loss on municipal bonds, it is deductible. The rule with regard to bonds bought at a premium is different. If you buy a bond for $11,000 that will mature for $10,000 and you hold it until maturity, you may not claim a capital loss or any kind of deduction because the tax law requires that you amortize the premium over the life of the bond. The annual amortization of the premium is deducted from the cost basis of the bond so that at the bond's maturity date, its cost basis is equal to the proceeds received."
256,Chapter 7,Interest income,Taxable Interest,State or Local Government Obligations,EY,TAXSAVER,"If you are considering selling a tax-exempt bond and purchasing another tax-exempt bond, keep in mind that for bonds purchased before May 1, 1993, you will not have to treat accrued market discount as ordinary income, but rather as a capital gain. Depending on your tax bracket, this may be a significant consideration, since currently the top capital gains tax rate is 20%, while the top marginal rate is 39.6%. When considering the 3.8% Net Investment Income Tax, these tax rates become 23.8% and 43.4% respectively. Further, while most municipal bond interest is not subject to federal tax, capital gain income and accretion of market discount are. You should take these differences into account when you are deciding which bonds to buy. Example A $10,000, 10-year tax-exempt municipal bond, yielding 8% purchased at par, will provide $800 of tax-free interest each year, and there will be no capital gain on maturity. The total earned for the 10 years is $8,000. Similarly, a $12,000, 10-year tax-exempt municipal bond with a 5.2% coupon ($624 interest per year) purchased on May 1, 2005, at $10,000 will yield a total of $8,240 over the life of the bond: $624 of tax-free interest each year plus $200 of taxable interest income each year if the bond is held to maturity. The $200 represents the annual market discount accretion. But the taxable interest income will be subject to tax of up to 43.4%, so the net earnings for the 10 years may be reduced to $7,108."
257,Chapter 7,Interest income,Taxable Interest,State or Local Government Obligations,EY,TAXPLANNER,"When you are determining whether to invest in tax-exempt securities, compare the net after-tax income from a tax-exempt investment with a similar taxable investment."
258,Chapter 7,Interest income,Taxable Interest,State or Local Government Obligations,TaxCode,TAXCODE,"Tax-Exempt Yield 27% 30% 33% 35% 38.6% 42% 44% 50% 55% 3.50 4.79 5.00 5.22 5.38 5.70 6.03 6.25 7.00 7.78 4.00 5.48 5.71 5.97 6.15 6.51 6.90 7.14 8.00 8.89 4.50 6.16 6.43 6.72 6.92 7.33 7.76 8.04 9.00 10.00 5.00 6.85 7.14 7.46 7.69 8.14 8.62 8.93 10.00 11.11 5.50 7.53 7.86 8.21 8.46 8.96 9.48 9.82 11.00 12.22 6.00 8.22 8.57 8.96 9.23 9.77 10.34 10.71 12.00 13.33 6.50 8.90 9.29 9.70 10.00 10.59 11.21 11.61 13.00 14.44 7.00 9.59 10.00 10.45 10.77 11.40 12.07 12.50 14.00 15.56 For information on federally guaranteed bonds, mortgage revenue bonds, arbitrage bonds, private activity bonds, qualified tax credit bonds, and Build America bonds, see State or Local Government Obligations in chapter 1 of Publication 550. Information reporting requirement. If you must file a tax return, you are required to show any tax-exempt interest you received on your return. This is an information reporting requirement only. It does not change tax-exempt interest to taxable interest."
259,Chapter 7,Interest income,Taxable Interest,State or Local Government Obligations,EY,EXPLANATION,Payers of tax-exempt interest are required to report those payments to you and the IRS.
260,Chapter 7,Interest income,Taxable Interest,Original Issue Discount (OID),TaxCode,TAXCODE,"Original issue discount (OID) is a form of interest. You generally include OID in your income as it accrues over the term of the debt instrument, whether or not you receive any payments from the issuer. A debt instrument generally has OID when the instrument is issued for a price that is less than its stated redemption price at maturity. OID is the difference between the stated redemption price at maturity and the issue price. All debt instruments that pay no interest before maturity are presumed to be issued at a discount. Zero coupon bonds are one example of these instruments. The OID accrual rules generally do not apply to short-term obligations (those with a fixed maturity date of 1 year or less from date of issue). See Discount on Short-Term Obligations in chapter 1 of Publication 550. De minimis OID. You can treat the discount as zero if it is less than one-fourth of 1% (.0025) of the stated redemption price at maturity multiplied by the number of full years from the date of original issue to maturity. This small discount is known as “de minimis” OID. Example 1. You bought a 10-year bond with a stated redemption price at maturity of $1,000, issued at $980 with OID of $20. One-fourth of 1% of $1,000 (stated redemption price) times 10 (the number of full years from the date of original issue to maturity) equals $25. Because the $20 discount is less than $25, the OID is treated as zero. (If you hold the bond at maturity, you will recognize $20 [$1,000–$980] of capital gain.) Example 2. The facts are the same as in Example 1, except that the bond was issued at $950. The OID is $50. Because the $50 discount is more than the $25 figured in Example 1, you must include the OID in income as it accrues over the term of the bond. Debt instrument bought after original issue. If you buy a debt instrument with de minimis OID at a premium, the discount is not includible in income. If you buy a debt instrument with de minimis OID at a discount, the discount is reported under the market discount rules. See Market Discount Bonds in chapter 1 of Publication 550. Exceptions to reporting OID as current income. The OID rules discussed in this chapter do not apply to the following debt instruments. 1.    Tax-exempt obligations. (However, see Stripped tax-exempt obligations under Stripped Bonds and Coupons in chapter 1 of Publication 550). 2.    U.S. savings bonds. 3.    Short-term debt instruments (those with a fixed maturity date of not more than 1 year from the date of issue). 4.    Obligations issued by an individual before March 2, 1984. 5.    Loans between individuals if all the following are true. a. The lender is not in the business of lending money. b. The amount of the loan, plus the amount of any outstanding prior loans between the same individuals, is $10,000 or less. c. Avoiding any federal tax is not one of the principal purposes of the loan."
261,Chapter 7,Interest income,Taxable Interest,Original Issue Discount (OID),EY,EXPLANATION,"The IRS interpretation is misleading with respect to tax exempt obligations issued after September 3, 1982, and acquired after March 1, 1984. Even though interest on such obligations is tax free, the OID rules will apply in determining the basis of the security in the event of sale, exchange, or maturity. (See the discussion later in this chapter.) In addition, the original issue discount on a stripped tax exempt bond may be treated as taxable interest if the stripped bond is sold at a discount rate that is higher than the original issue."
262,Chapter 7,Interest income,Taxable Interest,Original Issue Discount (OID),TaxCode,TAXCODE,"Form 1099-OID. The issuer of the debt instrument (or your broker if you held the instrument through a broker) should give you Form 1099-OID, or a similar statement, if the total OID for the calendar year is $10 or more. Form 1099-OID will show, in box  1, the amount of OID for the part of the year that you held the bond. It also will show, in box  2, the stated interest you must include in your income. Box 8 shows OID on a U.S. Treasury obligation for the part of the year you owned it and is not included in box 1. A copy of Form 1099-OID will be sent to the IRS. Do not file your copy with your return. Keep it for your records. In most cases, you must report the entire amount in boxes 1, 2, and 8 of Form 1099-OID as interest income. But see Refiguring OID shown on Form 1099-OID, later in this discussion, for more information. Form 1099-OID not received. If you had OID for the year but did not receive a Form 1099-OID, you may have to figure the correct amount of OID to report on your return. See Publication 1212 for details on how to figure the correct OID. Nominee. If someone else is the holder of record (the registered owner) of an OID instrument belonging to you and receives a Form 1099-OID on your behalf, that person must give you a Form 1099-OID. Refiguring OID shown on Form 1099-OID. You may need to refigure the OID shown in box  1 or box  8 of Form 1099-OID if either of the following apply. §  You bought the debt instrument after its original issue and paid a premium or an acquisition premium. §  The debt instrument is a stripped bond or a stripped coupon (including certain zero coupon instruments). For information about figuring the correct amount of OID to include in your income, see Figuring OID on Long-Term Debt Instruments in Publication 1212 and the instructions for Form 1099-OID."
263,Chapter 7,Interest income,Taxable Interest,Original Issue Discount (OID),EY,EXPLANATION,"Stripped coupon bonds are coupon bonds that have been separated into component parts. The coupons represent claims for interest payments, which are paid on a periodic basis. The bond itself represents the claim for the repayment of the principal, which occurs at some future time. Example A 10-year $10,000, 9% bond (interest paid semiannually) was issued on January 1, 2016, for $10,000. On April 1, 2016, when the bond had a market price of $9,900, the coupons were stripped from the bond so that they and the bond became separate assets that could be bought and sold in the marketplace. In other words, the holder could have sold the right to receive $450 semiannually for the next 9¾ years and could have independently sold the right to receive the $10,000 on January 1, 2026. Assume that the right to receive 20 semiannual payments is worth $4,100 and the right to receive $10,000 on January 1, 2026, is worth $5,800. The tax treatment to buyer and to seller is as follows: The seller: 1. Include the accrued interest income of $225 from January 1, 2016, through April 1, 2016, in income. 2. Increase your basis by the $225 to $10,225. 3. Allocate the basis, using fair market value, to the coupons [($4,100 ÷ $9,900) × $10,225 = $4,235] and the bond [($5,800 ÷ $9,900) × $10,225 = $5,990]. 4. Compare the proceeds for what you sell–either the coupons or the bond–with the basis figured above to determine if you've had a gain or a loss. 5. The difference between the basis of what is not sold and the amount that will be received over time is considered an original issue discount (OID). That amount is treated as earned over the life of the asset. Thus, if the coupons were retained, the difference between their basis ($4,235) and the amount that will be received over time ($450 semiannually for 10 years, or $9,000) would be the original issue discount. In this example, $4,765 in interest income must be included on your returns over the 10 years. The amount to be included in your income for each year is figured by performing a complicated computation, for which you will probably require professional assistance. Similarly, if the bond were retained, the difference between its basis ($5,990) and the proceeds ($10,000) would be its original issue discount. Again, complicated computations are required to determine the amount included in your income each year. The buyer: The difference between what you pay and what you will receive over time is the original issue discount. A special computation is necessary to figure how much you should include in income each year."
264,Chapter 7,Interest income,Taxable Interest,Original Issue Discount (OID),TaxCode,TAXCODE,"Refiguring periodic interest shown on Form 1099-OID. If you disposed of a debt instrument or acquired it from another holder during the year, see Bonds Sold Between Interest Dates, earlier, for information about the treatment of periodic interest that may be shown in box 2 of Form 1099-OID for that instrument."
265,Chapter 7,Interest income,Taxable Interest,Original Issue Discount (OID),EY,EXPLANATION,"These rules also apply to debt instruments issued by individuals after March 1, 1984. This will affect individuals who borrow and lend at a discounted rate. The current law also makes original issue discount the general rule with regard to obligations issued after July 18, 1984, and purchased in the open market. (This law also applies to bonds issued before July 19, 1984, and purchased after April 30, 1993.) If you sell property after December 31, 1984, or buy a bond in the marketplace that was issued after July 18, 1984, or a bond issued prior to July 19, 1984, and purchased after April 30, 1993, you must determine whether there is original issue discount and, if so, how much. Some of that amount will be included in your ordinary income each year. You will likely need professional help to make this calculation. For more information, see Market discount bonds, later in this chapter. Example Assume that Jorge purchases a publicly traded 6% $1 million bond that was issued after December 31, 1984, for $900,000. The bond has a maturity of 10 years at the time of purchase. Jorge will also receive $60,000 in interest each year. The computation of the amount of original issue discount to be included is as follows:"
266,Chapter 7,Interest income,Taxable Interest,Original Issue Discount (OID),TaxCode,TAXCODE,"Face value $1,000,000 Purchase price $900,000 Length of term 10 Coupon rate 6%"
267,Chapter 7,Interest income,Taxable Interest,Original Issue Discount (OID),TaxCode,TAXCODE,"Period Beginning basis Total interest    income OID portion Interest portion Ending basis 1 $900,000 $69,533 9,533 $60,000 $909,533 2 909,533 69,634 9,634 60,000 919,166 3 919,166 69,736 9,736 60,000 928,902 4 928,902 69,839 9,839 60,000 938,740 5 938,740 69,943 9,943 60,000 948,683 6 948,683 70,048 10,048 60,000 958,732 7 958,732 70,155 10,155 60,000 968,866 8 968,886 70,262 10,262 60,000 979,148 9 979,148 70,371 70,371 60,000 989,519 10 989,519 70,481 70,481 60,000 1,000,000   $700,000 $100,000 $600,000  The total interest income recognized for the first year will be $69,533 ($60,000 interest and $9,533 of OID). Further special computations will be required if the obligation is sold prior to maturity. Professional advice is absolutely essential for anyone who needs to make special OID computations."
268,Chapter 7,Interest income,Taxable Interest,Original Issue Discount (OID),EY,TAXPLANNER,"A zero-coupon bond is one that is purchased at a substantial discount and pays no interest during its life. If you buy a zero-coupon bond, you do not bear the investment risk entailed in reinvesting interest payments received over the life of the bond because there are no such payments. Moreover, since the issue price and the maturity value have been derived from compound interest tables, you may figure what the precise return on your investment will be if the bond is held until it matures. This is true only of zero-coupon bonds. Note: Because you do not receive the interest until a zero-coupon bond matures, the market value of the bond during the holding period can be very volatile as market interest rates change. The longer the maturity is, the more volatile is the price. Even though the interest on a zero-coupon bond is not paid until maturity, it is included in income each year. Consequently, an individual must pay tax on income that he or she has not yet received. However, if the bonds are owned in your IRA or Keogh plan, this income is not currently taxable. (See chapter 17, Individual retirement arrangements [IRAs].) The advantage, however, is that you lock in an interest rate. On the other hand, nontaxable zero-coupon bonds, such as zero-coupon municipal bonds, may be attractive to individuals in a high tax bracket for the obvious reasons that interest rates are locked in and the increase in value each year is not taxable. In this case, you increase your cost basis on the bonds each year by the amount of the original issue discount applicable to that year, even though you don't pay any federal tax on the income. You may, however, have to pay state income taxes. You will need to check your state tax rules. Avoid holding municipal bonds in your IRA or Keogh plan as all distributions from the account, including the interest earned on the bonds, will be treated as federal and state taxable income when you make a withdrawal from your account and will be taxed at ordinary income rates. Example 1 Assume that Jennifer purchases a 10-year $100,000, nontaxable zero-coupon bond on June 30, 2016, for $50,000. The chart below illustrates how the basis of the bond increases over the life of the bond."
269,Chapter 7,Interest income,Taxable Interest,Original Issue Discount (OID),TaxCode,TAXCODE,"Face value $100,000 Purchase price $50,000 Length of term 10"
270,Chapter 7,Interest income,Taxable Interest,Original Issue Discount (OID),TaxCode,TAXCODE,"Period Beginning basis OID Ending basis 1 $50,000 $3,589 $53,589 2 53,589 3,846 57,435 3 57,435 4,122 61,557 4 61,557 4,418 65,975 5 65,975 4,735 70,711 6 70,711 5,075 75,786 7 75,786 5,439 81,225 8 81,225 5,830 87,055 9 87,055 6,248 93,303 10 93,303 6,697 100,000   $50,000  The method for determining original issue discount illustrated in this example is applicable to tax-exempt bonds. The annual increase in basis is determined accordingly. However, the original issue discount computation is not the method used for a tax-exempt bond issued before September 4, 1982, and acquired before March 2, 1984. Instead, a rule is used that allocates the discount proportionately over the life of the bond."
271,Chapter 7,Interest income,Taxable Interest,Original Issue Discount (OID),TaxCode,TAXCODE,"Certificates of deposit (CDs). If you buy a CD with a maturity of more than 1 year, you must include in income each year a part of the total interest due and report it in the same manner as other OID. This also applies to similar deposit arrangements with banks, building and loan associations, etc., including: §  Time deposits, §  Bonus plans, §  Savings certificates, §  Deferred income certificates, §  Bonus savings certificates, and §  Growth savings certificates."
272,Chapter 7,Interest income,Taxable Interest,Original Issue Discount (OID),EY,TAXPLANNER,A time deposit with a penalty for early withdrawal is one of the few investments that permits you to defer the recognition of income to a subsequent year when the investment matures rather than in the year when the interest accrues. Other examples are U.S. savings bonds and U.S. Treasury bills.
273,Chapter 7,Interest income,Taxable Interest,Original Issue Discount (OID),TaxCode,TAXCODE,"Bearer CDs. CDs issued after 1982 generally must be in registered form. Bearer CDs are CDs not in registered form. They are not issued in the depositor's name and are transferable from one individual to another. Banks must provide the IRS and the person redeeming a bearer CD with a Form 1099-INT. More information. See chapter 1 of Publication 550 for more information about OID and related topics, such as market discount bonds."
274,Chapter 7,Interest income,Taxable Interest,Original Issue Discount (OID),EY,EXPLANATION,"Market discount bonds. A market discount bond is any bond having market discount except: 1. Short-term obligations (those with fixed maturity dates of up to 1 year from the date of issue) 2. Tax-exempt obligations that you bought before May 1, 1993 3. U.S. savings bonds 4. Certain installment obligations Market discount arises when the value of a debt obligation decreases after its issue date, generally because of an increase in interest rates. If you buy a bond on the secondary market, it may have market discount. If you dispose of a market discount bond, you generally must recognize the gain as taxable interest income up to the amount of the bond's accrued market discount, if: 1. The bond was issued after July 18, 1984, or 2. You purchased the bond after April 30, 1993. The rest of the gain is capital gain if the bond was a capital asset."
275,Chapter 7,Interest income,Taxable Interest,Original Issue Discount (OID),EY,TAXALERT,"The gain on the sale of a tax-exempt obligation that is acquired after April 30, 1993, for a price that is less than the face amount of the bond will be treated as ordinary income and not as a capital gain to the extent of the accrued market discount. Any remaining gain is treated as a capital gain. The gain on the sale of a tax-exempt obligation that is acquired before May 1, 1993, will be treated entirely as a capital gain."
276,Chapter 7,Interest income,When To Report Interest Income,,TaxCode,TAXCODE,"When to report your interest income depends on whether you use the cash method or an accrual method to report income. Cash method. Most individual taxpayers use the cash method. If you use this method, you generally report your interest income in the year in which you actually or constructively receive it. However, there are special rules for reporting the discount on certain debt instruments. See U.S. Savings Bonds and Original Issue Discount (OID), earlier. Example. On September 1, 2014, you loaned another individual $2,000 at 12%, compounded annually. You are not in the business of lending money. The note stated that principal and interest would be due on August 31, 2016. In 2016, you received $2,508.80 ($2,000 principal and $508.80 interest). If you use the cash method, you must include in income on your 2016 return the $508.80 interest you received in that year. Constructive receipt. You constructively receive income when it is credited to your account or made available to you. You do not need to have physical possession of it. For example, you are considered to receive interest, dividends, or other earnings on any deposit or account in a bank, savings and loan, or similar financial institution, or interest on life insurance policy dividends left to accumulate, when they are credited to your account and subject to your withdrawal. This is true even if they are not yet entered in your passbook. You constructively receive income on the deposit or account even if you must: §  Make withdrawals in multiples of even amounts, §  Give a notice to withdraw before making the withdrawal, §  Withdraw all or part of the account to withdraw the earnings, or §  Pay a penalty on early withdrawals, unless the interest you are to receive on an early withdrawal or redemption is substantially less than the interest payable at maturity. Accrual method. If you use an accrual method, you report your interest income when you earn it, whether or not you have received it. Interest is earned over the term of the debt instrument. Example. If, in the previous example, you use an accrual method, you must include the interest in your income as you earn it. You would report the interest as follows: 2014, $80; 2015, $249.60; and 2016, $179.20. Coupon bonds. Interest on bearer bonds with detachable coupons is generally taxable in the year the coupon becomes due and payable. It does not matter when you mail the coupon for payment."
